"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009636","GO:0009636","response to toxic substance","8/397","122/28814",0.00029737661008595,0.0110458549086565,0.00914880835153196,"Ercc6/Ass1/Bax/Sod1/Mt1/Park7/Ralbp1/Prdx1",8
"GO:0051235","GO:0051235","maintenance of location","14/397","342/28814",0.000315575174438961,0.0116022178928936,0.00960961997351723,"Zc3h12a/Itpr3/Tmsb10/Cyba/Bax/Pfn1/Park7/Ftl1/Fth1/Tspo/Tmsb4x/Apoe/Calm1/Calm2",14
"GO:0051899","GO:0051899","membrane depolarization","7/397","94/28814",0.000327144975261398,0.0119060944026951,0.00986130786673113,"Rangrf/P2rx4/Atpif1/Smad7/Park7/B2m/Tspo",7
"GO:0044270","GO:0044270","cellular nitrogen compound catabolic process","16/397","428/28814",0.000333272368051077,0.01196061205325,0.00990646250082932,"Dut/Zc3h12a/Nt5c/Exosc5/Lsm7/Exosc8/Exosc3/Rnaseh2c/Upf2/Itpa/Polr2g/Bax/Rbm8a/Rnaset2b/Hint1/Pan3",16
"GO:0045047","GO:0045047","protein targeting to ER","5/397","44/28814",0.000338004368710666,0.01196061205325,0.00990646250082932,"Sec61b/Srp9/Srp14/Sec62/Spcs2",5
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","16/397","429/28814",0.000341921465857548,0.01196061205325,0.00990646250082932,"Dut/Rangrf/Cdc42ep5/Dyrk1a/Tmsb10/Bax/Pfn1/Cfl1/Park7/Isg15/Arpc3/Tmsb4x/Apoe/Rhoc/Hmgb1/H3f3b",16
"GO:0046700","GO:0046700","heterocycle catabolic process","16/397","429/28814",0.000341921465857548,0.01196061205325,0.00990646250082932,"Dut/Zc3h12a/Nt5c/Exosc5/Lsm7/Exosc8/Exosc3/Rnaseh2c/Upf2/Itpa/Polr2g/Bax/Rbm8a/Rnaset2b/Hint1/Pan3",16
"GO:0051341","GO:0051341","regulation of oxidoreductase activity","7/397","95/28814",0.000349049285533277,0.01209254399785,0.010015736077802,"S100a1/Fdx1/Cyba/Gstp1/Ndufa4/Park7/Apoe",7
"GO:0006338","GO:0006338","chromatin remodeling","11/397","229/28814",0.000363605613937959,0.0124768669239854,0.0103340542908683,"Znhit1/Kdm5c/Mta1/Chrac1/Cecr2/Dnajc9/Pole3/Mier1/Set/Ptma/H3f3b",11
"GO:0050673","GO:0050673","epithelial cell proliferation","17/397","476/28814",0.00037094285192868,0.0126085575047079,0.0104431279564827,"Ift74/Ang/Atpif1/Bad/Cyba/Bax/Nme1/Hmgb2/B4galt1/Pdcl3/Egfl7/B2m/Pdcd6/Id2/Apoe/Hmgb1/Id1",17
"GO:1901361","GO:1901361","organic cyclic compound catabolic process","17/397","477/28814",0.000379906300047716,0.0127925457857189,0.0105955175665054,"Dut/Zc3h12a/Nt5c/Exosc5/Lsm7/Exosc8/Exosc3/Rnaseh2c/Upf2/Itpa/Polr2g/Bax/Rbm8a/Rnaset2b/Hint1/Pan3/Apoe",17
"GO:0009221","GO:0009221","pyrimidine deoxyribonucleotide biosynthetic process","3/397","11/28814",0.000394517756908583,0.0129769283460757,0.010748233741217,"Dut/Dtymk/Nme1",3
"GO:0034427","GO:0034427","nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'","3/397","11/28814",0.000394517756908583,0.0129769283460757,0.010748233741217,"Exosc5/Exosc8/Exosc3",3
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","9/397","160/28814",0.000396187099103061,0.0129769283460757,0.010748233741217,"Zc3h12a/Ndufc2/Romo1/Atp5g1/Cyba/Sod1/Gstp1/Park7/Tspo",9
"GO:0034470","GO:0034470","ncRNA processing","15/397","393/28814",0.000408794722877119,0.0132273542909185,0.0109556508216118,"Rpusd3/Zc3h12a/Mettl5/Exosc5/Frg1/Exosc8/Exosc3/Wbp11/Tsen15/Nop10/Lage3/Tsn/Lyar/Pop5/C1d",15
"GO:0019079","GO:0019079","viral genome replication","8/397","128/28814",0.000411175043181481,0.0132273542909185,0.0109556508216118,"Zc3h12a/Mir24-2/Ifitm2/Banf1/Isg15/Ifitm3/Ppib/Ppia",8
"GO:0060261","GO:0060261","positive regulation of transcription initiation from RNA polymerase II promoter","5/397","46/28814",0.00041712578457879,0.0133000371844016,0.0110158509481217,"Ercc6/Med30/Ercc1/Gtf2a2/Sub1",5
"GO:0055117","GO:0055117","regulation of cardiac muscle contraction","6/397","71/28814",0.000443553663341434,0.0140186302545543,0.011611030799381,"Zc3h12a/Rangrf/P2rx4/Smad7/Calm1/Calm2",6
"GO:0001938","GO:0001938","positive regulation of endothelial cell proliferation","7/397","99/28814",0.000448706072994894,0.014058156356527,0.0116437685761146,"Ang/Cyba/Hmgb2/Pdcl3/Egfl7/Pdcd6/Hmgb1",7
"GO:0050714","GO:0050714","positive regulation of protein secretion","9/397","165/28814",0.000495702501746073,0.0153764637836967,0.0127356661340053,"Ang/Acsl4/Vamp8/Ier3ip1/Bad/Dynll1/Tmed10/Bsg/Ppia",9
"GO:0002262","GO:0002262","myeloid cell homeostasis","10/397","201/28814",0.000507186296689916,0.0153764637836967,0.0127356661340053,"Atpif1/Bax/Sod1/Lyar/Hmgb2/Isg15/B2m/Id2/Hmgb1/Prdx1",10
"GO:0072599","GO:0072599","establishment of protein localization to endoplasmic reticulum","5/397","48/28814",0.000509463658608735,0.0153764637836967,0.0127356661340053,"Sec61b/Srp9/Srp14/Sec62/Spcs2",5
"GO:1903706","GO:1903706","regulation of hemopoiesis","15/397","402/28814",0.000516898727509062,0.0153764637836967,0.0127356661340053,"Zc3h12a/Clec2d/Cib1/Prdm16/Rbp1/Jag1/Bad/Nme1/Smad7/Hmgb2/Isg15/B2m/Id2/Pglyrp1/Hmgb1",15
"GO:0042989","GO:0042989","sequestering of actin monomers","3/397","12/28814",0.000520657391510128,0.0153764637836967,0.0127356661340053,"Tmsb10/Pfn1/Tmsb4x",3
"GO:0060623","GO:0060623","regulation of chromosome condensation","3/397","12/28814",0.000520657391510128,0.0153764637836967,0.0127356661340053,"Ncapd2/Smc2/H3f3b",3
"GO:0090399","GO:0090399","replicative senescence","3/397","12/28814",0.000520657391510128,0.0153764637836967,0.0127356661340053,"Wrn/Ercc1/Romo1",3
"GO:0001936","GO:0001936","regulation of endothelial cell proliferation","9/397","167/28814",0.000540859750788011,0.0158432331877171,0.0131222712322123,"Ang/Atpif1/Cyba/Hmgb2/Pdcl3/Egfl7/Pdcd6/Apoe/Hmgb1",9
"GO:1902175","GO:1902175","regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","4/397","28/28814",0.000559357342527378,0.0160476154028463,0.0132915522640692,"Sod1/Park7/Ralbp1/Ppia",4
"GO:0016073","GO:0016073","snRNA metabolic process","5/397","49/28814",0.00056101117336671,0.0160476154028463,0.0132915522640692,"Exosc5/Exosc8/Exosc3/Nop10/Snapc5",5
"GO:0022613","GO:0022613","ribonucleoprotein complex biogenesis","15/397","406/28814",0.000572278233139806,0.0160476154028463,0.0132915522640692,"Rpusd3/Mettl5/Exosc5/Snrpc/Frg1/Exosc8/Snrpf/Exosc3/Snrpd2/Wbp11/Nop10/Denr/Lyar/Pop5/C1d",15
"GO:0000375","GO:0000375","RNA splicing, via transesterification reactions","12/397","281/28814",0.000574560751309235,0.0160476154028463,0.0132915522640692,"Dyrk1a/Snrpc/Lsm7/Wdr83/Snrpf/Zmat2/Snrpd2/Wbp11/Rbm8a/Sf3b5/Son/Syf2",12
"GO:0000377","GO:0000377","RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","12/397","281/28814",0.000574560751309235,0.0160476154028463,0.0132915522640692,"Dyrk1a/Snrpc/Lsm7/Wdr83/Snrpf/Zmat2/Snrpd2/Wbp11/Rbm8a/Sf3b5/Son/Syf2",12
"GO:0000398","GO:0000398","mRNA splicing, via spliceosome","12/397","281/28814",0.000574560751309235,0.0160476154028463,0.0132915522640692,"Dyrk1a/Snrpc/Lsm7/Wdr83/Snrpf/Zmat2/Snrpd2/Wbp11/Rbm8a/Sf3b5/Son/Syf2",12
"GO:0019439","GO:0019439","aromatic compound catabolic process","16/397","451/28814",0.000587770271794847,0.0162902791482833,0.0134925402472744,"Dut/Zc3h12a/Nt5c/Exosc5/Lsm7/Exosc8/Exosc3/Rnaseh2c/Upf2/Itpa/Polr2g/Bax/Rbm8a/Rnaset2b/Hint1/Pan3",16
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","11/397","245/28814",0.000639535650327479,0.0175195640946912,0.0145107042985961,"Zc3h12a/Atpif1/Ndufc2/Romo1/Atp5g1/Cyba/Sod1/Gstp1/Park7/Tspo/Prdx1",11
"GO:0034311","GO:0034311","diol metabolic process","4/397","29/28814",0.000641849142519911,0.0175195640946912,0.0145107042985961,"Pcbd2/Pts/Spr/Acer2",4
"GO:0045136","GO:0045136","development of secondary sexual characteristics","3/397","13/28814",0.00066995430449231,0.0178803359932281,0.0148095162045669,"Bax/B4galt1/Ncoa3",3
"GO:0071027","GO:0071027","nuclear RNA surveillance","3/397","13/28814",0.00066995430449231,0.0178803359932281,0.0148095162045669,"Exosc5/Exosc8/Exosc3",3
"GO:0071028","GO:0071028","nuclear mRNA surveillance","3/397","13/28814",0.00066995430449231,0.0178803359932281,0.0148095162045669,"Exosc5/Exosc8/Exosc3",3
"GO:0055076","GO:0055076","transition metal ion homeostasis","8/397","138/28814",0.000677675680492937,0.0179534226236474,0.0148700507290826,"Cutc/Atp6v1g1/Commd1/Sod1/Mt1/B2m/Ftl1/Fth1",8
"GO:0010822","GO:0010822","positive regulation of mitochondrion organization","6/397","77/28814",0.000685266557939007,0.0180220102792281,0.014926858945502,"Atpif1/Bad/Pdcd5/Fis1/Bax/Ralbp1",6
"GO:1905953","GO:1905953","negative regulation of lipid localization","5/397","52/28814",0.000739267333929991,0.0193013058271722,0.0159864446353282,"Acsl4/Fis1/Atp5j/Tspo/Apoe",5
"GO:2000144","GO:2000144","positive regulation of DNA-templated transcription, initiation","5/397","53/28814",0.000807156451247302,0.0209221920420434,0.0173289552388194,"Ercc6/Med30/Ercc1/Gtf2a2/Sub1",5
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","9/397","177/28814",0.000820142681413858,0.0211069577223867,0.0174819887354007,"Bcl2l12/Bad/Fis1/Bax/Sod1/Park7/Ralbp1/Ubb/Ppia",9
"GO:0042558","GO:0042558","pteridine-containing compound metabolic process","4/397","31/28814",0.000832063880123274,0.0212618876601713,0.0176103105647591,"Mthfs/Pcbd2/Pts/Spr",4
"GO:0046073","GO:0046073","dTMP metabolic process","3/397","14/28814",0.000843982372621585,0.0214145668208139,0.0177367681718472,"Dut/Nt5c/Nme1",3
"GO:1903320","GO:1903320","regulation of protein modification by small protein conjugation or removal","11/397","254/28814",0.000859679942678473,0.021660327506787,0.0179403212182074,"Zc3h12a/Mta1/Commd1/Otub1/Smad7/Park7/Isg15/Pdcd6/Tspo/Ubb/Ppia",11
"GO:0010038","GO:0010038","response to metal ion","12/397","295/28814",0.000878068966215679,0.0219700172588548,0.018196823970917,"Itpr3/Ass1/P2rx4/Crip1/Sod1/Mt1/Park7/B2m/Pdcd6/Id2/Calm1/Calm2",12
"GO:0010821","GO:0010821","regulation of mitochondrion organization","8/397","144/28814",0.000895016901993949,0.022107596629701,0.0183107750690805,"Atpif1/Bad/Pdcd5/Fis1/Bax/Higd1a/Ralbp1/Tspo",8
"GO:0006749","GO:0006749","glutathione metabolic process","6/397","81/28814",0.000895839330540201,0.022107596629701,0.0183107750690805,"Gpx4/Sod1/Gstp1/Park7/Gsta4/Clic1",6
"GO:2000113","GO:2000113","negative regulation of cellular macromolecule biosynthetic process","10/397","217/28814",0.000914943273675622,0.0224254463609066,0.0185740363828886,"Zc3h12a/Ang/Exosc5/Acot8/Exosc8/Exosc3/Polr2g/Srp9/Pan3/Acer2",10
"GO:0034249","GO:0034249","negative regulation of cellular amide metabolic process","10/397","219/28814",0.00098089197818912,0.0238427978235586,0.019747967871741,"Zc3h12a/Ang/Exosc5/Ormdl2/Exosc8/Exosc3/Polr2g/Srp9/Pan3/Apoe",10
"GO:0051054","GO:0051054","positive regulation of DNA metabolic process","12/397","299/28814",0.000986005238887101,0.0238427978235586,0.019747967871741,"Rfc4/Tnfsf13/Ercc6/Rfc3/Wrn/Ercc1/Exosc3/Brd8/Bax/Pfn1/Cst3/Hmgb1",12
"GO:0031396","GO:0031396","regulation of protein ubiquitination","10/397","220/28814",0.00101529807371397,0.0243874597306095,0.0201990879928358,"Mta1/Commd1/Otub1/Smad7/Park7/Isg15/Pdcd6/Tspo/Ubb/Ppia",10
"GO:0001935","GO:0001935","endothelial cell proliferation","9/397","183/28814",0.00103760136200931,0.0245907697868415,0.0203674810014157,"Ang/Atpif1/Cyba/Hmgb2/Pdcl3/Egfl7/Pdcd6/Apoe/Hmgb1",9
"GO:0048102","GO:0048102","autophagic cell death","3/397","15/28814",0.00104423751800909,0.0245907697868415,0.0203674810014157,"Atp6v0c/Calm1/Calm2",3
"GO:0071025","GO:0071025","RNA surveillance","3/397","15/28814",0.00104423751800909,0.0245907697868415,0.0203674810014157,"Exosc5/Exosc8/Exosc3",3
"GO:0072659","GO:0072659","protein localization to plasma membrane","12/397","302/28814",0.00107401497336686,0.0251277659028623,0.0208122518762478,"Rangrf/Cnst/Cib1/Vamp8/Tspan17/Commd1/Vti1b/Vamp5/Tmem88/Rapgef6/Bsg/Myl12a",12
"GO:0006809","GO:0006809","nitric oxide biosynthetic process","6/397","84/28814",0.00108400949456634,0.0251979755414357,0.0208704035116848,"Zc3h12a/Ass1/P2rx4/Dynll1/Tspo/Spr",6
"GO:0098754","GO:0098754","detoxification","5/397","57/28814",0.00112600569525932,0.0260064007693546,0.0215399874902845,"Sod1/Mt1/Park7/Ralbp1/Prdx1",5
"GO:0034728","GO:0034728","nucleosome organization","7/397","116/28814",0.00115192633288215,0.0264356087730852,0.0218954820899825,"Znhit1/Chrac1/Dnajc9/Pole3/Set/Ptma/H3f3b",7
"GO:0051701","GO:0051701","biological process involved in interaction with host","8/397","151/28814",0.00121571363045953,0.0277228874085171,0.0229616798291325,"Vamp8/Bad/Ifitm2/Rnasek/Chmp2a/Ifitm3/Pglyrp1/Bsg",8
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","12/397","308/28814",0.00126968301538462,0.0286470016954588,0.0237270840985219,"Bcl2l12/Ercc6/Bad/Crip1/Fis1/Bax/Sod1/Hint1/Park7/Ralbp1/Ubb/Ppia",12
"GO:0044794","GO:0044794","positive regulation by host of viral process","3/397","16/28814",0.00127213995872146,0.0286470016954588,0.0237270840985219,"Cfl1/Apoe/Ppib",3
"GO:0043388","GO:0043388","positive regulation of DNA binding","5/397","59/28814",0.00131647524823077,0.0294612442197235,0.0244014862944377,"Nme1/Park7/Hmgb2/Calm1/Hmgb1",5
"GO:0048147","GO:0048147","negative regulation of fibroblast proliferation","4/397","35/28814",0.00132590032317622,0.0294890053358266,0.0244244796374566,"Med31/Bax/Gstp1/Fth1",4
"GO:0071824","GO:0071824","protein-DNA complex subunit organization","9/397","190/28814",0.00134801003760533,0.0297968108312392,0.0246794217411114,"Znhit1/Chrac1/Dnajc9/Pole3/Gtf2a2/Set/Hmgb1/Ptma/H3f3b",9
"GO:0052547","GO:0052547","regulation of peptidase activity","15/397","443/28814",0.00137174385563264,0.0299607232779369,0.0248151833977391,"Bcl2l12/Bad/Psenen/Pdcd5/Fis1/Bax/Cstb/Pebp1/Park7/Psmb9/Pdcd6/Cst3/Acer2/Hmgb1/Tmed10",15
"GO:0006942","GO:0006942","regulation of striated muscle contraction","6/397","88/28814",0.00138037193009646,0.0299607232779369,0.0248151833977391,"Zc3h12a/Rangrf/P2rx4/Smad7/Calm1/Calm2",6
"GO:0031397","GO:0031397","negative regulation of protein ubiquitination","6/397","88/28814",0.00138037193009646,0.0299607232779369,0.0248151833977391,"Otub1/Smad7/Park7/Isg15/Tspo/Ppia",6
"GO:0000288","GO:0000288","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","5/397","60/28814",0.00142015152203226,0.0306395564903128,0.0253774318623477,"Exosc5/Exosc8/Exosc3/Polr2g/Pan3",5
"GO:0010043","GO:0010043","response to zinc ion","4/397","36/28814",0.00147558605998597,0.0316460510364847,0.0262110681708033,"Ass1/P2rx4/Crip1/Mt1",4
"GO:0045862","GO:0045862","positive regulation of proteolysis","13/397","357/28814",0.00148711725133444,0.0317046358376212,0.0262595914514677,"Zc3h12a/Atpif1/Bad/Psenen/Pdcd5/Fis1/Bax/Cfl1/Smad7/Pdcd6/Apoe/Acer2/Hmgb1",13
"GO:0009176","GO:0009176","pyrimidine deoxyribonucleoside monophosphate metabolic process","3/397","17/28814",0.00152903640692695,0.0320440530403094,0.0265407161778276,"Dut/Nt5c/Nme1",3
"GO:0045620","GO:0045620","negative regulation of lymphocyte differentiation","5/397","61/28814",0.00152971887952629,0.0320440530403094,0.0265407161778276,"Zc3h12a/Smad7/Id2/Pglyrp1/Hmgb1",5
"GO:1903409","GO:1903409","reactive oxygen species biosynthetic process","5/397","61/28814",0.00152971887952629,0.0320440530403094,0.0265407161778276,"Ndufc2/Atp5g1/Cyba/Sod1/Park7",5
"GO:0046209","GO:0046209","nitric oxide metabolic process","6/397","90/28814",0.00154991978745472,0.0322795433190714,0.0267357626859393,"Zc3h12a/Ass1/P2rx4/Dynll1/Tspo/Spr",6
"GO:0017038","GO:0017038","protein import","10/397","233/28814",0.00155984938277015,0.0322996398052922,0.0267524077444245,"Zc3h12a/Rangrf/Chchd4/Romo1/Dnajc19/Pdcd5/Timm23/Timm17b/Cfl1/Apoe",10
"GO:0034599","GO:0034599","cellular response to oxidative stress","11/397","274/28814",0.00157850336035243,0.0324991291848561,0.0269176362502204,"Zc3h12a/Vrk2/Chchd4/Romo1/Pycr2/Sod1/Cfl1/Park7/Ralbp1/Prdx1/Ppia",11
"GO:0045069","GO:0045069","regulation of viral genome replication","6/397","91/28814",0.00164041116231978,0.0333050101534945,0.0275851129278691,"Mir24-2/Ifitm2/Banf1/Isg15/Ifitm3/Ppia",6
"GO:1903578","GO:1903578","regulation of ATP metabolic process","6/397","91/28814",0.00164041116231978,0.0333050101534945,0.0275851129278691,"Gadd45gip1/Atpif1/Ndufc2/Fis1/Cox7a2/Tspo",6
"GO:0043457","GO:0043457","regulation of cellular respiration","5/397","62/28814",0.00164537657710853,0.0333050101534945,0.0275851129278691,"Chchd4/Gadd45gip1/Prdm16/Cox7a2/Park7",5
"GO:0034248","GO:0034248","regulation of cellular amide metabolic process","15/397","453/28814",0.00170432456259371,0.034305482676118,0.0284137614522385,"Rpusd3/Zc3h12a/Mettl5/Pstk/Ang/Exosc5/Ormdl2/Exosc8/Exosc3/Polr2g/Srp9/Pan3/Apoe/Tmed10/Eif1",15
"GO:0008016","GO:0008016","regulation of heart contraction","9/397","197/28814",0.00172922223044302,0.034534261438675,0.0286032490990384,"Zc3h12a/Rangrf/P2rx4/S100a1/Pebp1/Atp5j/Smad7/Calm1/Calm2",9
"GO:2001057","GO:2001057","reactive nitrogen species metabolic process","6/397","92/28814",0.00173486020549547,0.034534261438675,0.0286032490990384,"Zc3h12a/Ass1/P2rx4/Dynll1/Tspo/Spr",6
"GO:0034661","GO:0034661","ncRNA catabolic process","4/397","38/28814",0.00180953096678209,0.0351418850204374,0.0291065176776488,"Zc3h12a/Exosc5/Exosc8/Exosc3",4
"GO:0006614","GO:0006614","SRP-dependent cotranslational protein targeting to membrane","3/397","18/28814",0.00181620221566275,0.0351418850204374,0.0291065176776488,"Sec61b/Srp9/Srp14",3
"GO:0009263","GO:0009263","deoxyribonucleotide biosynthetic process","3/397","18/28814",0.00181620221566275,0.0351418850204374,0.0291065176776488,"Dut/Dtymk/Nme1",3
"GO:0009265","GO:0009265","2'-deoxyribonucleotide biosynthetic process","3/397","18/28814",0.00181620221566275,0.0351418850204374,0.0291065176776488,"Dut/Dtymk/Nme1",3
"GO:0046385","GO:0046385","deoxyribose phosphate biosynthetic process","3/397","18/28814",0.00181620221566275,0.0351418850204374,0.0291065176776488,"Dut/Dtymk/Nme1",3
"GO:0060047","GO:0060047","heart contraction","10/397","238/28814",0.00182390577263997,0.0351418850204374,0.0291065176776488,"Zc3h12a/Rangrf/P2rx4/S100a1/Sod1/Pebp1/Atp5j/Smad7/Calm1/Calm2",10
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","10/397","240/28814",0.00193915426690768,0.0368213368329746,0.0304975356563925,"Bcl2l12/Bad/Pdcd5/Fis1/Bax/Park7/Psmb9/Pdcd6/Acer2/Hmgb1",10
"GO:0043280","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","7/397","127/28814",0.00194173022433116,0.0368213368329746,0.0304975356563925,"Bad/Pdcd5/Fis1/Bax/Pdcd6/Acer2/Hmgb1",7
"GO:0051101","GO:0051101","regulation of DNA binding","7/397","127/28814",0.00194173022433116,0.0368213368329746,0.0304975356563925,"Nme1/Park7/Hmgb2/Id2/Calm1/Hmgb1/Id1",7
"GO:1990778","GO:1990778","protein localization to cell periphery","13/397","370/28814",0.002035713508491,0.0383394087313246,0.0317548895666784,"Rangrf/Cnst/Cib1/Vamp8/Tspan17/Bbip1/Commd1/Vti1b/Vamp5/Tmem88/Rapgef6/Bsg/Myl12a",13
"GO:0061157","GO:0061157","mRNA destabilization","6/397","95/28814",0.00204306591074502,0.0383394087313246,0.0317548895666784,"Zc3h12a/Exosc5/Exosc8/Exosc3/Polr2g/Pan3",6
"GO:0006613","GO:0006613","cotranslational protein targeting to membrane","3/397","19/28814",0.00213484347528833,0.0396486651621848,0.0328392905721238,"Sec61b/Srp9/Srp14",3
"GO:0009147","GO:0009147","pyrimidine nucleoside triphosphate metabolic process","3/397","19/28814",0.00213484347528833,0.0396486651621848,0.0328392905721238,"Dut/Dtymk/Nme1",3
"GO:0006401","GO:0006401","RNA catabolic process","11/397","285/28814",0.0021476219623402,0.0396814457964705,0.0328664413669877,"Zc3h12a/Exosc5/Lsm7/Exosc8/Exosc3/Rnaseh2c/Upf2/Polr2g/Rbm8a/Rnaset2b/Pan3",11
"GO:0001836","GO:0001836","release of cytochrome c from mitochondria","5/397","66/28814",0.00217293469083343,0.03974154157905,0.032916216128842,"Bad/Pdcd5/Fis1/Bax/Higd1a",5
"GO:0051851","GO:0051851","modulation by host of symbiont process","5/397","66/28814",0.00217293469083343,0.03974154157905,0.032916216128842,"Zc3h12a/Cfl1/Psmc3/Apoe/Ppib",5
"GO:0006284","GO:0006284","base-excision repair","4/397","40/28814",0.00219249234987658,0.0398967168515421,0.033044741158427,"Ercc6/Nthl1/Wrn/Hmgb1",4
"GO:0010970","GO:0010970","transport along microtubule","8/397","167/28814",0.00229441332192156,0.0415415638134844,0.034407097422098,"Ift46/Ift74/Dtnbp1/Bloc1s1/Sod1/Hsbp1/Dynll1/Ubb",8
"GO:0031497","GO:0031497","chromatin assembly","8/397","168/28814",0.00238090041797541,0.042891921029827,0.0355255404471594,"Chrac1/Dnajc9/Pphln1/Pole3/Cbx3/Set/Hmgb1/H3f3b",8
"GO:0006220","GO:0006220","pyrimidine nucleotide metabolic process","4/397","41/28814",0.00240343630034745,0.0430824924883176,0.0356833826210265,"Dut/Nt5c/Dtymk/Nme1",4
"GO:0034472","GO:0034472","snRNA 3'-end processing","3/397","20/28814",0.00248609906066958,0.0437971406386737,0.0362752950642418,"Exosc5/Exosc8/Exosc3",3
"GO:0045019","GO:0045019","negative regulation of nitric oxide biosynthetic process","3/397","20/28814",0.00248609906066958,0.0437971406386737,0.0362752950642418,"Zc3h12a/Dynll1/Tspo",3
"GO:1904406","GO:1904406","negative regulation of nitric oxide metabolic process","3/397","20/28814",0.00248609906066958,0.0437971406386737,0.0362752950642418,"Zc3h12a/Dynll1/Tspo",3
"GO:0050779","GO:0050779","RNA destabilization","6/397","99/28814",0.0025162387211228,0.0437971406386737,0.0362752950642418,"Zc3h12a/Exosc5/Exosc8/Exosc3/Polr2g/Pan3",6
"GO:0090305","GO:0090305","nucleic acid phosphodiester bond hydrolysis","6/397","99/28814",0.0025162387211228,0.0437971406386737,0.0362752950642418,"Zc3h12a/Nthl1/Ercc1/Polr2i/Exosc8/Exosc3",6
"GO:1903321","GO:1903321","negative regulation of protein modification by small protein conjugation or removal","6/397","99/28814",0.0025162387211228,0.0437971406386737,0.0362752950642418,"Otub1/Smad7/Park7/Isg15/Tspo/Ppia",6
"GO:0010950","GO:0010950","positive regulation of endopeptidase activity","8/397","170/28814",0.00256152965489282,0.0441588102707121,0.0365748505244077,"Bad/Psenen/Pdcd5/Fis1/Bax/Pdcd6/Acer2/Hmgb1",8
"GO:0043433","GO:0043433","negative regulation of DNA-binding transcription factor activity","8/397","170/28814",0.00256152965489282,0.0441588102707121,0.0365748505244077,"Zc3h12a/Trim37/Commd6/Commd1/Smad7/Id2/Id1/Id3",8
"GO:0030307","GO:0030307","positive regulation of cell growth","9/397","209/28814",0.00257974018583286,0.0442609709026466,0.0366594657986775,"Acsl4/Cib1/Atp5g1/Cyba/Cfl1/Smad7/Ncoa3/Apoe/H3f3b",9
"GO:0003015","GO:0003015","heart process","10/397","250/28814",0.00260679127342523,0.0444190665617372,0.0367904096593555,"Zc3h12a/Rangrf/P2rx4/S100a1/Sod1/Pebp1/Atp5j/Smad7/Calm1/Calm2",10
"GO:0062197","GO:0062197","cellular response to chemical stress","12/397","336/28814",0.00261361146574751,0.0444190665617372,0.0367904096593555,"Zc3h12a/Vrk2/Chchd4/Romo1/Pycr2/Bad/Sod1/Cfl1/Park7/Ralbp1/Prdx1/Ppia",12
"GO:0032507","GO:0032507","maintenance of protein location in cell","5/397","69/28814",0.00264246332763916,0.0444264236120757,0.0367965031889316,"Tmsb10/Pfn1/Park7/Tspo/Tmsb4x",5
"GO:0061014","GO:0061014","positive regulation of mRNA catabolic process","6/397","100/28814",0.00264641190822326,0.0444264236120757,0.0367965031889316,"Zc3h12a/Exosc5/Exosc8/Exosc3/Polr2g/Pan3",6
"GO:0050792","GO:0050792","regulation of viral process","8/397","171/28814",0.00265577356445815,0.0444264236120757,0.0367965031889316,"Mir24-2/Ifitm2/Banf1/Pfn1/Isg15/Ifitm3/Bsg/Ppia",8
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","9/397","210/28814",0.00266336594510362,0.0444264236120757,0.0367965031889316,"Bcl2l12/Bad/Pdcd5/Fis1/Bax/Park7/Pdcd6/Acer2/Hmgb1",9
"GO:0043462","GO:0043462","regulation of ATP-dependent activity","5/397","70/28814",0.00281413145930858,0.0467249569027134,0.038700279830899,"Dnajc9/Atpif1/1810037I17Rik/Pfn1/Ahsa1",5
"GO:0016075","GO:0016075","rRNA catabolic process","3/397","21/28814",0.00287104263011796,0.0470198481650683,0.0389445256286336,"Exosc5/Exosc8/Exosc3",3
"GO:0051204","GO:0051204","protein insertion into mitochondrial membrane","3/397","21/28814",0.00287104263011796,0.0470198481650683,0.0389445256286336,"Romo1/Pdcd5/Bax",3
"GO:1903209","GO:1903209","positive regulation of oxidative stress-induced cell death","3/397","21/28814",0.00287104263011796,0.0470198481650683,0.0389445256286336,"Sod1/Park7/Ralbp1",3
"GO:0006275","GO:0006275","regulation of DNA replication","7/397","137/28814",0.00297503412201876,0.0485024793739076,0.0401725255342852,"Rfc4/Rfc3/Chrac1/Pole3/Gmnn/Cst3/Id3",7
